id,storyday,storyevent
ht5hjjwmdy,01/187,Friends with
ht5hjjwmdy,08/188,No longer friends with
ht5hjjwmdy,16/188,Friends with
ht5hjjwmdy,18/188,No longer friends with
ht5hjjwmdy,22/188,Friends with
ht5hjjwmdy,03/189,Dating
ht5hjjwmdy,07/189,Engaged
ht5hjjwmdy,05/190,Married
ht5hjjwmdy,05/190,Moved to Bjurholm 115 with
ht5hjjwmdy,22/196,No longer friends with
ht5hjjwmdy,25/196,Friends with
ht5hjjwmdy,16/199,No longer friends with
ht5hjjwmdy,06/200,Friends with
ht5hjjwmdy,18/204,Friends with
ht5hjjwmdy,14/206,Widowed
ht5hjjwmdy,14/206,Friends with
ht5hjjwmdy,01/207,Dating
ht5hjjwmdy,16/207,Engaged
ht5hjjwmdy,12/208,Married
ht5hjjwmdy,12/208,Moved to Bjurholm 216 with
ht5hjjwmdy,26/213,Friends with
ht5hjjwmdy,24/215,Retired
ht5hjjwmdy,28/215,Recovered from bowel cancer
ht5hjjwmdy,16/217,Light smoker
ht5hjjwmdy,12/219,No longer friends with
ht5hjjwmdy,17/219,Friends with
ht5hjjwmdy,05/220,Nonsmoker
ht5hjjwmdy,17/220,Friends with
ht5hjjwmdy,12/222,Friends with
ht5hjjwmdy,06/224,Friends with
ht5hjjwmdy,12/227,Friends with
ht5hjjwmdy,16/230,Friends with
ht5hjjwmdy,08/232,Friends with
ht5hjjwmdy,15/234,Friends with
ht5hjjwmdy,02/236,Friends with
ht5hjjwmdy,15/236,Friends with
ht5hjjwmdy,27/237,Friends with
ht5hjjwmdy,01/238,Friends with
ht5hjjwmdy,04/238,Friends with
ht5hjjwmdy,18/239,Light smoker
ht5hjjwmdy,04/240,Stomach cancer
ht5hjjwmdy,16/240,Died from stomach cancer
m4z6qmw88g,22/155,Born in Hofn 131
m4z6qmw88g,08/157,Moved to Bjurholm 101 with family
m4z6qmw88g,27/158,Friends with
m4z6qmw88g,07/159,Friends with
m4z6qmw88g,11/159,Friends with
m4z6qmw88g,14/159,Friends with
m4z6qmw88g,26/159,No longer friends with
m4z6qmw88g,27/159,Friends with
m4z6qmw88g,27/159,Friends with
m4z6qmw88g,11/160,Friends with
m4z6qmw88g,09/161,Friends with
m4z6qmw88g,14/161,Friends with
m4z6qmw88g,15/161,Bjurholm Elementary School
m4z6qmw88g,22/161,Friends with
m4z6qmw88g,01/163,Friends with
m4z6qmw88g,10/166,Friends with
m4z6qmw88g,13/166,Caught V5
m4z6qmw88g,22/166,Mother died
m4z6qmw88g,24/166,Friends with
m4z6qmw88g,09/167,Caught V3
m4z6qmw88g,23/167,Caught V1
m4z6qmw88g,08/168,Graduated from Bjurholm Elementary School
m4z6qmw88g,11/168,Friends with
m4z6qmw88g,15/168,Bjurholm High School
m4z6qmw88g,25/169,Dating
m4z6qmw88g,01/170,Single
m4z6qmw88g,01/170,No longer friends with
m4z6qmw88g,03/170,Friends with
m4z6qmw88g,04/170,Dating
m4z6qmw88g,06/170,Caught V6
m4z6qmw88g,10/170,Single
m4z6qmw88g,10/170,No longer friends with
m4z6qmw88g,04/171,Dating
m4z6qmw88g,16/171,Friends with
m4z6qmw88g,22/171,Single
m4z6qmw88g,22/171,Dating
m4z6qmw88g,26/172,No longer friends with
m4z6qmw88g,01/173,Friends with
m4z6qmw88g,05/174,Left home
m4z6qmw88g,05/174,Moved to Bjurholm 23
m4z6qmw88g,05/174,Single
m4z6qmw88g,05/174,Dating
m4z6qmw88g,08/174,Graduated from Bjurholm High School
m4z6qmw88g,22/174,Baker
m4z6qmw88g,04/175,born
m4z6qmw88g,07/175,born
m4z6qmw88g,14/175,No longer friends with
m4z6qmw88g,20/175,Engaged
m4z6qmw88g,25/175,born
m4z6qmw88g,25/175,Friends with
m4z6qmw88g,05/176,Moved to Mahuti 159 with
m4z6qmw88g,12/176,born
m4z6qmw88g,18/176,Married
m4z6qmw88g,26/176,Caught V2
m4z6qmw88g,27/176,Moving to find work
m4z6qmw88g,27/176,Moved to Eden 137
m4z6qmw88g,18/177,Moved to Pauma 76 with
m4z6qmw88g,07/178,born
m4z6qmw88g,13/178,Baker
m4z6qmw88g,15/178,born
m4z6qmw88g,28/179,born
m4z6qmw88g,22/183,No longer friends with
m4z6qmw88g,04/184,Friends with
m4z6qmw88g,16/185,Friends with
m4z6qmw88g,02/190,Asthma
m4z6qmw88g,24/191,Severe asthma
m4z6qmw88g,28/191,Asthma
m4z6qmw88g,20/192,Severe asthma
m4z6qmw88g,04/193,Asthma
m4z6qmw88g,09/194,No longer friends with
m4z6qmw88g,14/194,Friends with
m4z6qmw88g,02/198,No longer friends with
m4z6qmw88g,22/198,Friends with
m4z6qmw88g,08/203,Friends with
m4z6qmw88g,21/207,No longer friends with
m4z6qmw88g,23/207,Friends with
m4z6qmw88g,11/215,No longer friends with
m4z6qmw88g,15/215,Unemployed
m4z6qmw88g,19/215,Friends with
m4z6qmw88g,21/215,Baker
m4z6qmw88g,22/215,Retired
m4z6qmw88g,15/216,Moved to Colmar 72
m4z6qmw88g,15/216,University of Colmar
m4z6qmw88g,24/217,No longer friends with
m4z6qmw88g,27/217,Friends with
m4z6qmw88g,04/218,No longer friends with
m4z6qmw88g,08/218,Friends with
m4z6qmw88g,08/220,Graduated from Colmar University
m4z6qmw88g,08/220,Moved to Pauma 329
m4z6qmw88g,19/225,Friends with
m4z6qmw88g,16/230,Recovered from stomach cancer
m4z6qmw88g,18/238,Friends with
m4z6qmw88g,23/239,Died from heart attack
gav2cj7qrb,22/155,Born in Hofn 131
gav2cj7qrb,08/157,Moved to Bjurholm 101 with family
gav2cj7qrb,26/158,Friends with
gav2cj7qrb,15/159,Friends with
gav2cj7qrb,16/159,Friends with
gav2cj7qrb,21/159,Friends with
gav2cj7qrb,22/159,Friends with
gav2cj7qrb,17/160,Friends with
gav2cj7qrb,15/161,Bjurholm Elementary School
gav2cj7qrb,25/161,Friends with
gav2cj7qrb,11/162,Friends with
gav2cj7qrb,08/163,Friends with
gav2cj7qrb,09/164,Friends with
gav2cj7qrb,01/165,Friends with
gav2cj7qrb,20/165,Friends with
gav2cj7qrb,07/166,Caught V5
gav2cj7qrb,08/166,Friends with
gav2cj7qrb,22/166,Mother died
gav2cj7qrb,07/167,Caught V3
gav2cj7qrb,28/167,Caught V1
gav2cj7qrb,08/168,Graduated from Bjurholm Elementary School
gav2cj7qrb,15/168,Bjurholm High School
gav2cj7qrb,01/170,Dating
gav2cj7qrb,04/170,Caught V6
gav2cj7qrb,07/174,Left home
gav2cj7qrb,07/174,Moved to Bjurholm 120
gav2cj7qrb,08/174,Graduated from Bjurholm High School
gav2cj7qrb,15/174,Baker
gav2cj7qrb,24/175,Moved to Shinobi 65 with
gav2cj7qrb,15/176,Baker
gav2cj7qrb,20/176,Caught V2
gav2cj7qrb,23/176,born
gav2cj7qrb,08/177,Engaged
gav2cj7qrb,05/178,Married
gav2cj7qrb,10/178,born
gav2cj7qrb,10/179,born
gav2cj7qrb,24/180,Friends with
gav2cj7qrb,13/181,born
gav2cj7qrb,15/182,Moved to Arcadia 170
gav2cj7qrb,15/182,University of Arcadia
gav2cj7qrb,17/182,Baker
gav2cj7qrb,04/183,No longer friends with
gav2cj7qrb,09/183,Friends with
gav2cj7qrb,02/185,No longer friends with
gav2cj7qrb,08/185,No longer friends with
gav2cj7qrb,15/185,Friends with
gav2cj7qrb,08/186,Graduated from University of Arcadia
gav2cj7qrb,08/186,Moved to Shinobi 120
gav2cj7qrb,14/186,Courtesan
gav2cj7qrb,14/186,Friends with
gav2cj7qrb,15/186,Unemployed
gav2cj7qrb,16/186,Friends with
gav2cj7qrb,08/188,Courtesan
gav2cj7qrb,23/188,Unemployed
gav2cj7qrb,24/188,Courtesan
gav2cj7qrb,02/192,No longer friends with
gav2cj7qrb,04/192,Friends with
gav2cj7qrb,26/194,No longer friends with
gav2cj7qrb,03/195,No longer friends with
gav2cj7qrb,06/195,Friends with
gav2cj7qrb,09/195,Friends with
gav2cj7qrb,02/199,Friends with
gav2cj7qrb,27/199,Friends with
gav2cj7qrb,22/200,No longer friends with
gav2cj7qrb,25/200,Friends with
gav2cj7qrb,15/204,Moved to Arcadia 92 with
gav2cj7qrb,26/204,No longer friends with
gav2cj7qrb,11/205,Friends with
gav2cj7qrb,08/206,Courtesan
gav2cj7qrb,17/206,Unemployed
gav2cj7qrb,18/206,Baker
gav2cj7qrb,04/208,No longer friends with
gav2cj7qrb,08/208,Moved to Shinobi 158 with
gav2cj7qrb,09/208,Friends with
gav2cj7qrb,27/208,Moving to find work
gav2cj7qrb,27/208,Moved to Biruwa 184
gav2cj7qrb,12/209,Baker
gav2cj7qrb,17/209,No longer friends with
gav2cj7qrb,06/210,Friends with
gav2cj7qrb,01/212,Friends with
gav2cj7qrb,22/215,Retired
gav2cj7qrb,07/220,No longer friends with
gav2cj7qrb,10/221,Friends with
gav2cj7qrb,16/222,Friends with
gav2cj7qrb,03/226,Friends with
gav2cj7qrb,10/226,Friends with
gav2cj7qrb,08/228,No longer friends with
gav2cj7qrb,11/228,Friends with
gav2cj7qrb,15/230,Friends with
gav2cj7qrb,22/234,No longer friends with
gav2cj7qrb,28/234,Friends with
gav2cj7qrb,24/235,No longer friends with
gav2cj7qrb,27/235,Friends with
gav2cj7qrb,13/239,Friends with
gav2cj7qrb,28/239,Friends with
gav2cj7qrb,09/240,No longer friends with
gav2cj7qrb,10/240,Friends with
gav2cj7qrb,14/240,Friends with
gav2cj7qrb,03/244,Friends with
gav2cj7qrb,08/246,Widowed
gav2cj7qrb,16/246,Recovered from stomach cancer
gav2cj7qrb,23/246,Dating
gav2cj7qrb,11/247,Engaged
gav2cj7qrb,26/247,Friends with
gav2cj7qrb,27/247,Friends with
gav2cj7qrb,08/248,Married
gav2cj7qrb,08/248,Moved to Pauma 329 with
gav2cj7qrb,13/248,Friends with
gav2cj7qrb,13/248,Friends with
gav2cj7qrb,20/249,No longer friends with
gav2cj7qrb,27/249,Friends with
gav2cj7qrb,27/252,Widowed
gav2cj7qrb,06/253,Friends with
gav2cj7qrb,08/253,Dating
gav2cj7qrb,21/253,Engaged
gav2cj7qrb,02/254,Friends with
gav2cj7qrb,07/254,Friends with
gav2cj7qrb,16/254,Married
7rwzapej58,23/155,Born in Hofn 138
7rwzapej58,14/156,Moved to Hofn 50 with family
7rwzapej58,08/158,Moved to Vardo 98 with family
7rwzapej58,09/159,Friends with
7rwzapej58,19/159,Friends with
7rwzapej58,05/160,Friends with
7rwzapej58,09/160,Friends with
7rwzapej58,20/160,Friends with
7rwzapej58,15/161,Vardo Elementary School
7rwzapej58,23/162,Friends with
7rwzapej58,28/164,Friends with
7rwzapej58,14/166,Caught V5
7rwzapej58,23/166,Friends with
7rwzapej58,09/167,Caught V3
7rwzapej58,19/167,Friends with
7rwzapej58,28/167,Caught V1
7rwzapej58,08/168,Graduated from Vardo Elementary School
7rwzapej58,15/168,Vardo High School
7rwzapej58,17/168,No longer friends with
7rwzapej58,20/168,Friends with
7rwzapej58,05/170,Caught V6
7rwzapej58,08/174,Graduated from Vardo High School
7rwzapej58,15/174,Moved to Hofn 203
7rwzapej58,15/174,University of Hofn
7rwzapej58,14/175,Midwife
7rwzapej58,23/175,Left home
7rwzapej58,23/175,Moved to Hofn 111
7rwzapej58,18/176,Caught V2
7rwzapej58,08/177,Unemployed
7rwzapej58,08/178,Graduated from Hofn University
7rwzapej58,08/178,Moved to Vardo 203
7rwzapej58,25/178,Miller
7rwzapej58,01/179,Unemployed
7rwzapej58,02/179,Miller
7rwzapej58,03/179,Unemployed
7rwzapej58,04/179,Miller
7rwzapej58,15/179,Unemployed
7rwzapej58,16/179,Moving to find work
7rwzapej58,16/179,Moved to Helvig 19
7rwzapej58,21/179,Midwife
7rwzapej58,25/192,No longer friends with
7rwzapej58,26/192,Friends with
7rwzapej58,20/195,Light smoker
7rwzapej58,10/196,Unemployed
7rwzapej58,23/196,Nonsmoker
7rwzapej58,08/197,Moving to find work
7rwzapej58,08/197,Moved to Bjurholm 216
7rwzapej58,11/197,Nurse
7rwzapej58,09/199,No longer friends with
7rwzapej58,05/200,Friends with
7rwzapej58,06/200,Friends with
7rwzapej58,17/201,Light smoker
7rwzapej58,09/202,Recovered from cervical cancer
7rwzapej58,24/202,Nonsmoker
7rwzapej58,17/204,No longer friends with
7rwzapej58,22/204,Friends with
7rwzapej58,16/205,Light smoker
7rwzapej58,01/207,Dating
7rwzapej58,16/207,Engaged
7rwzapej58,25/207,Friends with
7rwzapej58,12/208,Married
7rwzapej58,17/208,Friends with
7rwzapej58,02/209,Nonsmoker
7rwzapej58,10/214,No longer friends with
7rwzapej58,11/214,Friends with
7rwzapej58,01/215,No longer friends with
7rwzapej58,14/215,Friends with
7rwzapej58,17/215,Retired
7rwzapej58,22/215,Friends with
7rwzapej58,14/222,Friends with
7rwzapej58,11/226,Friends with
7rwzapej58,24/234,Light smoker
7rwzapej58,20/235,Nonsmoker
7rwzapej58,25/235,Friends with
7rwzapej58,25/235,Friends with
7rwzapej58,08/237,Friends with
7rwzapej58,10/237,Friends with
7rwzapej58,21/237,Friends with
7rwzapej58,23/238,Friends with
7rwzapej58,25/239,Friends with
7rwzapej58,16/240,Widowed
7rwzapej58,19/240,Died from stroke
u4prjgyg8x,23/155,Born in Hofn 129
u4prjgyg8x,01/159,Friends with
u4prjgyg8x,02/159,Friends with
u4prjgyg8x,08/159,Moved to Vardo 91 with family
u4prjgyg8x,15/161,Vardo Elementary School
u4prjgyg8x,20/162,No longer friends with
u4prjgyg8x,10/164,Friends with
u4prjgyg8x,11/164,Friends with
u4prjgyg8x,05/165,Friends with
u4prjgyg8x,19/165,Friends with
u4prjgyg8x,17/166,Caught V5
u4prjgyg8x,18/166,No longer friends with
u4prjgyg8x,02/167,Friends with
u4prjgyg8x,12/167,Caught V3
u4prjgyg8x,15/167,Died from V3
3245nxcvx8,24/155,Born in Hofn 111
3245nxcvx8,01/159,Friends with
3245nxcvx8,17/159,Friends with
3245nxcvx8,26/159,Friends with
3245nxcvx8,22/160,Friends with
3245nxcvx8,15/161,Hofn Elementary School
3245nxcvx8,27/161,Friends with
3245nxcvx8,08/162,Friends with
3245nxcvx8,14/162,Friends with
3245nxcvx8,09/163,No longer friends with
3245nxcvx8,13/163,Friends with
3245nxcvx8,17/163,No longer friends with
3245nxcvx8,04/164,Friends with
3245nxcvx8,18/166,Caught V5
3245nxcvx8,07/167,Caught V3
3245nxcvx8,16/167,Friends with
3245nxcvx8,21/167,No longer friends with
3245nxcvx8,25/167,Friends with
3245nxcvx8,04/168,Caught V1
3245nxcvx8,08/168,Graduated from Hofn Elementary School
3245nxcvx8,15/168,Hofn High School
3245nxcvx8,11/169,Moved to Vardo 166 with family
3245nxcvx8,02/170,Dating
3245nxcvx8,09/170,Caught V6
3245nxcvx8,12/170,Friends with
3245nxcvx8,13/170,Moved to Hofn 60 with family
3245nxcvx8,24/170,No longer friends with
3245nxcvx8,07/171,Friends with
3245nxcvx8,19/171,Moved to Vardo 28 with family
3245nxcvx8,19/171,Single
3245nxcvx8,22/171,Dating
3245nxcvx8,18/172,Moved to Helvig 50 with family
3245nxcvx8,18/172,Single
3245nxcvx8,08/173,Dating
3245nxcvx8,08/173,Pregnant
3245nxcvx8,14/173,No longer friends with
3245nxcvx8,20/173,Friends with
3245nxcvx8,01/174,born
3245nxcvx8,01/174,Single
3245nxcvx8,01/174,No longer friends with
3245nxcvx8,04/174,Mother died
3245nxcvx8,07/174,Moved to Vardo 80 with family
3245nxcvx8,08/174,Graduated from Vardo High School
3245nxcvx8,12/174,Dating
3245nxcvx8,16/174,Friends with
3245nxcvx8,20/174,Single
3245nxcvx8,27/174,Dating
3245nxcvx8,27/174,Pregnant
3245nxcvx8,28/174,Single
3245nxcvx8,28/174,Left home
3245nxcvx8,28/174,Moved to Bjurholm 133
3245nxcvx8,04/175,Dating
3245nxcvx8,19/175,born
3245nxcvx8,25/175,Engaged
3245nxcvx8,04/176,Baker
3245nxcvx8,07/176,Moved to Vardo 121 with
3245nxcvx8,18/176,Married
3245nxcvx8,20/176,Caught V2
3245nxcvx8,04/182,Light smoker
3245nxcvx8,15/184,Moved to Hofn 197 with
3245nxcvx8,15/185,University of Hofn
3245nxcvx8,08/186,Toymaker
3245nxcvx8,09/186,Nonsmoker
3245nxcvx8,18/186,No longer friends with
3245nxcvx8,19/186,Friends with
3245nxcvx8,08/189,Graduated from Hofn University
3245nxcvx8,20/192,Light smoker
3245nxcvx8,15/193,No longer friends with
3245nxcvx8,21/193,Friends with
3245nxcvx8,18/194,Nonsmoker
3245nxcvx8,08/195,Unemployed
3245nxcvx8,11/202,No longer friends with
3245nxcvx8,14/202,Friends with
3245nxcvx8,27/202,Light smoker
3245nxcvx8,10/204,Nonsmoker
3245nxcvx8,20/206,Friends with
3245nxcvx8,25/206,No longer friends with
3245nxcvx8,27/206,Friends with
3245nxcvx8,21/207,Friends with
3245nxcvx8,06/211,Friends with
3245nxcvx8,28/211,No longer friends with
3245nxcvx8,12/212,Friends with
3245nxcvx8,19/216,Friends with
3245nxcvx8,12/222,Friends with
3245nxcvx8,01/225,Cervical cancer
3245nxcvx8,06/225,Friends with
3245nxcvx8,17/225,Died from cervical cancer
kkqqhm7blt,24/155,Born in Hofn 1
kkqqhm7blt,08/159,Friends with
kkqqhm7blt,08/159,Friends with
kkqqhm7blt,26/160,Friends with
kkqqhm7blt,06/161,Friends with
kkqqhm7blt,15/161,Hofn Elementary School
kkqqhm7blt,24/161,Friends with
kkqqhm7blt,06/162,Friends with
kkqqhm7blt,16/162,Friends with
kkqqhm7blt,28/162,Friends with
kkqqhm7blt,19/163,Friends with
kkqqhm7blt,17/166,Caught V5
kkqqhm7blt,06/167,Caught V3
kkqqhm7blt,07/167,Died from V3
k5rh2z599c,27/155,Born in Hofn 8
k5rh2z599c,02/159,Friends with
k5rh2z599c,13/159,Friends with
k5rh2z599c,27/159,Friends with
k5rh2z599c,09/160,Friends with
k5rh2z599c,05/161,Friends with
k5rh2z599c,08/161,Friends with
k5rh2z599c,10/161,Friends with
k5rh2z599c,12/161,Friends with
k5rh2z599c,15/161,Hofn Elementary School
k5rh2z599c,16/162,Friends with
k5rh2z599c,20/162,Friends with
k5rh2z599c,13/166,No longer friends with
k5rh2z599c,18/166,Caught V5
k5rh2z599c,18/166,No longer friends with
k5rh2z599c,01/167,Friends with
k5rh2z599c,08/167,Friends with
k5rh2z599c,08/167,Friends with
k5rh2z599c,08/167,Caught V3
k5rh2z599c,02/168,Caught V1
k5rh2z599c,08/168,Graduated from Hofn Elementary School
k5rh2z599c,15/168,Hofn High School
k5rh2z599c,08/169,No longer friends with
k5rh2z599c,13/169,Friends with
k5rh2z599c,28/169,Dating
k5rh2z599c,02/170,No longer friends with
k5rh2z599c,09/170,Caught V6
k5rh2z599c,13/170,No longer friends with
k5rh2z599c,27/170,Friends with
k5rh2z599c,07/171,Friends with
k5rh2z599c,08/172,Single
k5rh2z599c,13/172,Dating
k5rh2z599c,03/173,No longer friends with
k5rh2z599c,04/173,Single
k5rh2z599c,11/173,Dating
k5rh2z599c,18/173,Friends with
k5rh2z599c,03/174,Left home
k5rh2z599c,03/174,Moved to Hofn 19
k5rh2z599c,03/174,Single
k5rh2z599c,03/174,Dating
k5rh2z599c,03/174,No longer friends with
k5rh2z599c,08/174,Graduated from Hofn High School
k5rh2z599c,26/174,Friends with
k5rh2z599c,27/174,born
k5rh2z599c,17/175,Moved to Helluland 3 with
k5rh2z599c,02/176,Moved to Blonduos 20 with
k5rh2z599c,02/176,No longer friends with
k5rh2z599c,03/176,born
k5rh2z599c,03/176,Engaged
k5rh2z599c,21/176,Caught V2
k5rh2z599c,24/176,Moving to find work
k5rh2z599c,24/176,Moved to Helluland 86
k5rh2z599c,24/176,Friends with
k5rh2z599c,25/176,Married
k5rh2z599c,08/179,born
k5rh2z599c,15/180,Moved to Hofn 193 with
k5rh2z599c,25/181,No longer friends with
k5rh2z599c,16/182,Friends with
k5rh2z599c,08/184,Moved to Helluland 157 with
k5rh2z599c,16/185,Light smoker
k5rh2z599c,26/188,No longer friends with
k5rh2z599c,06/189,Friends with
k5rh2z599c,23/191,No longer friends with
k5rh2z599c,24/191,Friends with
k5rh2z599c,04/192,Nonsmoker
k5rh2z599c,04/192,No longer friends with
k5rh2z599c,06/192,Friends with
k5rh2z599c,25/202,No longer friends with
k5rh2z599c,07/203,Friends with
k5rh2z599c,01/204,No longer friends with
k5rh2z599c,06/204,Friends with
k5rh2z599c,17/205,Light smoker
k5rh2z599c,17/206,No longer friends with
k5rh2z599c,23/206,Friends with
k5rh2z599c,07/207,Nonsmoker
k5rh2z599c,11/207,No longer friends with
k5rh2z599c,20/207,Friends with
k5rh2z599c,10/208,Friends with
k5rh2z599c,02/216,Moving to find work
k5rh2z599c,02/216,Moved to Shinobi 67
k5rh2z599c,24/226,No longer friends with
k5rh2z599c,15/227,Friends with
k5rh2z599c,25/227,Friends with
k5rh2z599c,19/228,No longer friends with
k5rh2z599c,24/228,Friends with
k5rh2z599c,01/231,Friends with
k5rh2z599c,15/232,Moved to Arcadia 192
k5rh2z599c,15/232,University of Arcadia
k5rh2z599c,08/236,Graduated from Arcadia University
k5rh2z599c,08/236,Moved to Shinobi 334
k5rh2z599c,14/236,Friends with
k5rh2z599c,25/236,Light smoker
k5rh2z599c,05/237,Friends with
k5rh2z599c,09/237,Nonsmoker
k5rh2z599c,17/237,No longer friends with
k5rh2z599c,26/237,No longer friends with
k5rh2z599c,04/238,Friends with
k5rh2z599c,07/238,Friends with
k5rh2z599c,11/241,Friends with
k5rh2z599c,13/242,Friends with
k5rh2z599c,25/242,Friends with
k5rh2z599c,23/243,Friends with
k5rh2z599c,02/247,No longer friends with
k5rh2z599c,05/247,Friends with
k5rh2z599c,07/248,Friends with
k5rh2z599c,23/248,Stomach cancer
k5rh2z599c,03/249,Friends with
k5rh2z599c,21/249,Recovered from stomach cancer
k5rh2z599c,27/250,Prostate cancer
k5rh2z599c,03/251,Died from prostate cancer
7y8t3sy9qe,01/156,Born in Hofn 100
7y8t3sy9qe,02/159,Friends with
7y8t3sy9qe,08/159,Moved to Vardo 87 with family
7y8t3sy9qe,09/159,Friends with
7y8t3sy9qe,24/159,Moved to Helvig 40 with family
7y8t3sy9qe,02/160,Friends with
7y8t3sy9qe,09/160,Friends with
7y8t3sy9qe,15/161,Helvig Elementary School
7y8t3sy9qe,09/162,Friends with
7y8t3sy9qe,13/163,Friends with
7y8t3sy9qe,15/163,Moved to Hofn 72 with family
7y8t3sy9qe,09/164,Friends with
7y8t3sy9qe,11/164,Friends with
7y8t3sy9qe,27/164,No longer friends with
7y8t3sy9qe,03/165,Friends with
7y8t3sy9qe,03/165,Friends with
7y8t3sy9qe,12/165,Friends with
7y8t3sy9qe,02/166,No longer friends with
7y8t3sy9qe,10/166,Friends with
7y8t3sy9qe,11/166,Friends with
7y8t3sy9qe,13/166,Caught V5
7y8t3sy9qe,07/167,Caught V3
7y8t3sy9qe,08/167,Moved to Helvig 123 with family
7y8t3sy9qe,09/167,Friends with
7y8t3sy9qe,02/168,Caught V1
7y8t3sy9qe,08/168,Graduated from Helvig Elementary School
7y8t3sy9qe,15/168,Helvig High School
7y8t3sy9qe,15/168,No longer friends with
7y8t3sy9qe,18/169,Friends with
7y8t3sy9qe,06/170,Caught V6
7y8t3sy9qe,12/170,Dating
7y8t3sy9qe,22/170,Single
7y8t3sy9qe,22/170,No longer friends with
7y8t3sy9qe,25/170,Dating
7y8t3sy9qe,26/170,Friends with
7y8t3sy9qe,26/170,Friends with
7y8t3sy9qe,24/172,Friends with
7y8t3sy9qe,08/174,Graduated from Helvig High School
7y8t3sy9qe,24/174,Pregnant
7y8t3sy9qe,05/175,Left home
7y8t3sy9qe,05/175,Moved to Blonduos 121
7y8t3sy9qe,05/175,Single
7y8t3sy9qe,06/175,Dating
7y8t3sy9qe,17/175,born
7y8t3sy9qe,02/176,No longer friends with
7y8t3sy9qe,03/176,Single
7y8t3sy9qe,03/176,No longer friends with
7y8t3sy9qe,20/176,Caught V2
7y8t3sy9qe,27/176,Moving to find work
7y8t3sy9qe,27/176,Moved to Bjurholm 26
7y8t3sy9qe,05/177,Friends with
7y8t3sy9qe,20/177,No longer friends with
7y8t3sy9qe,21/177,Moving to find work
7y8t3sy9qe,21/177,Moved to Hayarano 140
7y8t3sy9qe,28/177,Friends with
7y8t3sy9qe,02/178,Friends with
7y8t3sy9qe,13/178,Moving to find work
7y8t3sy9qe,13/178,Moved to Bjurholm 15
7y8t3sy9qe,15/178,Carpenter
7y8t3sy9qe,12/180,No longer friends with
7y8t3sy9qe,04/181,Friends with
7y8t3sy9qe,19/181,No longer friends with
7y8t3sy9qe,24/181,Friends with
7y8t3sy9qe,26/183,No longer friends with
7y8t3sy9qe,03/184,Friends with
7y8t3sy9qe,16/185,Unemployed
7y8t3sy9qe,17/185,Carpenter
7y8t3sy9qe,19/185,Unemployed
7y8t3sy9qe,20/185,Moving to find work
7y8t3sy9qe,20/185,Moved to Helvig 172
7y8t3sy9qe,16/186,Moving to find work
7y8t3sy9qe,16/186,Moved to Vardo 10
7y8t3sy9qe,21/187,Moving to find work
7y8t3sy9qe,21/187,Moved to Helvig 28
7y8t3sy9qe,14/188,Moving to find work
7y8t3sy9qe,14/188,Moved to Blonduos 112
7y8t3sy9qe,15/189,Moving to find work
7y8t3sy9qe,15/189,Moved to Helvig 27
7y8t3sy9qe,15/189,Brewer
7y8t3sy9qe,15/191,Moved to Hofn 117
7y8t3sy9qe,15/191,University of Hofn
7y8t3sy9qe,21/191,No longer friends with
7y8t3sy9qe,04/192,Friends with
7y8t3sy9qe,05/192,No longer friends with
7y8t3sy9qe,24/192,Friends with
7y8t3sy9qe,08/195,Graduated from Hofn University
7y8t3sy9qe,08/195,Moved to Helvig 244
7y8t3sy9qe,04/196,Moving to find work
7y8t3sy9qe,04/196,Moved to Vardo 226
7y8t3sy9qe,09/196,Friends with
7y8t3sy9qe,12/196,Midwife
7y8t3sy9qe,04/197,No longer friends with
7y8t3sy9qe,22/197,Friends with
7y8t3sy9qe,01/198,No longer friends with
7y8t3sy9qe,10/198,Friends with
7y8t3sy9qe,10/199,No longer friends with
7y8t3sy9qe,15/199,No longer friends with
7y8t3sy9qe,03/200,No longer friends with
7y8t3sy9qe,12/201,Friends with
7y8t3sy9qe,15/201,Unemployed
7y8t3sy9qe,15/201,High School Teacher
7y8t3sy9qe,03/202,Friends with
7y8t3sy9qe,10/202,Friends with
7y8t3sy9qe,23/202,No longer friends with
7y8t3sy9qe,28/202,Friends with
7y8t3sy9qe,19/203,No longer friends with
7y8t3sy9qe,23/203,Friends with
7y8t3sy9qe,25/203,No longer friends with
7y8t3sy9qe,04/204,Friends with
7y8t3sy9qe,17/206,Friends with
7y8t3sy9qe,17/207,Unemployed
7y8t3sy9qe,27/207,Nurse
7y8t3sy9qe,19/208,No longer friends with
7y8t3sy9qe,24/208,Friends with
7y8t3sy9qe,10/209,Friends with
7y8t3sy9qe,24/209,No longer friends with
7y8t3sy9qe,03/212,Friends with
7y8t3sy9qe,08/212,Friends with
7y8t3sy9qe,19/212,Dating
7y8t3sy9qe,24/212,Engaged
7y8t3sy9qe,21/213,Married
7y8t3sy9qe,21/213,Moved to Vardo 140 with
7y8t3sy9qe,19/215,Bowel cancer
7y8t3sy9qe,21/215,Died from bowel cancer
96t9jhbz9r,02/156,Born in Hofn 64
96t9jhbz9r,08/157,Moved to Blonduos 95 with family
96t9jhbz9r,11/157,Moved to Blonduos 39 with family
96t9jhbz9r,08/159,Moved to Helvig 105 with family
96t9jhbz9r,22/159,Friends with
96t9jhbz9r,27/159,Friends with
96t9jhbz9r,02/160,Friends with
